Group,Sub Group,Item No.,MBS Item No.,Units,Description,MBS Fee,MBS Units,MBS Fee Note,Note,Has other modifier,Has time modifer
Time,Time (ASA/AMA),T1240,23680,124,12:36 HOURS TO 12:40 HOURS,1623.6,72,0,,FALSE,
Time,Time (ASA/AMA),T1245,23690,125,12:41 HOURS TO 12:45 HOURS,1646.15,73,0,,FALSE,
Time,Time (ASA/AMA),T1250,23690,126,12:46 HOURS TO 12:50 HOURS,1646.15,73,0,,FALSE,
Time,Time (ASA/AMA),T1255,23700,127,12:51 HOURS TO 12:55 HOURS,1668.7,74,0,,FALSE,
Time,Time (ASA/AMA),T1300,23700,128,12:56 HOURS TO 13:00 HOURS,1668.7,74,0,,FALSE,
Time,Time (ASA/AMA),T1305,23710,129,13:01 HOURS TO 13:05 HOURS,1691.25,75,0,,FALSE,
Time,Time (ASA/AMA),T1310,23710,130,13:06 HOURS TO 13:10 HOURS,1691.25,75,0,,FALSE,
Time,Time (ASA/AMA),T1315,23720,131,13:11 HOURS TO 13:15 HOURS,1713.8,76,0,,FALSE,
Time,Time (ASA/AMA),T1320,23720,132,13:16 HOURS TO 13:20 HOURS,1713.8,76,0,,FALSE,
Time,Time (ASA/AMA),T1325,23730,133,13:21 HOURS TO 13:25 HOURS,1736.35,77,0,,FALSE,
Time,Time (ASA/AMA),T1330,23730,134,13:26 HOURS TO 13:30 HOURS,1736.35,77,0,,FALSE,
Time,Time (ASA/AMA),T1335,23740,135,13:31 HOURS TO 13:35 HOURS,1758.9,78,0,,FALSE,
Time,Time (ASA/AMA),T1340,23740,136,13:36 HOURS TO 13:40 HOURS,1758.9,78,0,,FALSE,
Time,Time (ASA/AMA),T1345,23750,137,13:41 HOURS TO 13:45 HOURS,1781.45,79,0,,FALSE,
Time,Time (ASA/AMA),T1350,23750,138,13:46 HOURS TO 13:50 HOURS,1781.45,79,0,,FALSE,
Time,Time (ASA/AMA),T1355,23760,139,13:51 HOURS TO 13:55 HOURS,1804,80,0,,FALSE,
Time,Time (ASA/AMA),T1400,23760,140,13:56 HOURS TO 14:00 HOURS,1804,80,0,,FALSE,
Time,Time (ASA/AMA),T1405,23770,141,14:01 HOURS TO 14:05 HOURS,1826.55,81,0,,FALSE,
Time,Time (ASA/AMA),T1410,23770,142,14:06 HOURS TO 14:10 HOURS,1826.55,81,0,,FALSE,
Time,Time (ASA/AMA),T1415,23780,143,14:11 HOURS TO 14:15 HOURS,1849.1,82,0,,FALSE,
Time,Time (ASA/AMA),T1420,23780,144,14:16 HOURS TO 14:20 HOURS,1849.1,82,0,,FALSE,
Time,Time (ASA/AMA),T1425,23790,145,14:21 HOURS TO 14:25 HOURS,1871.65,83,0,,FALSE,
Time,Time (ASA/AMA),T1430,23790,146,14:26 HOURS TO 14:30 HOURS,1871.65,83,0,,FALSE,
Time,Time (ASA/AMA),T1435,23800,147,14:31 HOURS TO 14:35 HOURS,1894.2,84,0,,FALSE,
Time,Time (ASA/AMA),T1440,23800,148,14:36 HOURS TO 14:40 HOURS,1894.2,84,0,,FALSE,
Time,Time (ASA/AMA),T1445,23810,149,14:41 HOURS TO 14:45 HOURS,1916.75,85,0,,FALSE,
Time,Time (ASA/AMA),T1450,23810,150,14:46 HOURS TO 14:50 HOURS,1916.75,85,0,,FALSE,
Time,Time (ASA/AMA),T1455,23820,151,14:51 HOURS TO 14:55 HOURS,1939.3,86,0,,FALSE,
Time,Time (ASA/AMA),T1500,23820,152,14:56 HOURS TO 15:00 HOURS,1939.3,86,0,,FALSE,
Time,Time (ASA/AMA),T1505,23830,153,15:01 HOURS TO 15:05 HOURS,1961.85,87,0,,FALSE,
Time,Time (ASA/AMA),T1510,23830,154,15:06 HOURS TO 15:10 HOURS,1961.85,87,0,,FALSE,
Time,Time (ASA/AMA),T1515,23840,155,15:11 HOURS TO 15:15 HOURS,1984.4,88,0,,FALSE,
Time,Time (ASA/AMA),T1520,23840,156,15:16 HOURS TO 15:20 HOURS,1984.4,88,0,,FALSE,
Time,Time (ASA/AMA),T1525,23850,157,15:21 HOURS TO 15:25 HOURS,2006.95,89,0,,FALSE,
Time,Time (ASA/AMA),T1530,23850,158,15:26 HOURS TO 15:30 HOURS,2006.95,89,0,,FALSE,
Time,Time (ASA/AMA),T1535,23860,159,15:31 HOURS TO 15:35 HOURS,2029.5,90,0,,FALSE,
Time,Time (ASA/AMA),T1540,23860,160,15:36 HOURS TO 15:40 HOURS,2029.5,90,0,,FALSE,
Time,Time (ASA/AMA),T1545,23870,161,15:41 HOURS TO 15:45 HOURS,2052.05,91,0,,FALSE,
Time,Time (ASA/AMA),T1550,23870,162,15:46 HOURS TO 15:50 HOURS,2052.05,91,0,,FALSE,
Time,Time (ASA/AMA),T1555,23880,163,15:51 HOURS TO 15:55 HOURS,2074.6,92,0,,FALSE,
Time,Time (ASA/AMA),T1600,23880,164,15:56 HOURS TO 16:00 HOURS,2074.6,92,0,,FALSE,
Time,Time (ASA/AMA),T1605,23890,165,16:01 HOURS TO 16:05 HOURS,2097.15,93,0,,FALSE,
Time,Time (ASA/AMA),T1610,23890,166,16:06 HOURS TO 16:10 HOURS,2097.15,93,0,,FALSE,
Time,Time (ASA/AMA),T1615,23900,167,16:11 HOURS TO 16:15 HOURS,2119.7,94,0,,FALSE,
Time,Time (ASA/AMA),T1620,23900,168,16:16 HOURS TO 16:20 HOURS,2119.7,94,0,,FALSE,
Time,Time (ASA/AMA),T1625,23910,169,16:21 HOURS TO 16:25 HOURS,2142.25,95,0,,FALSE,
Time,Time (ASA/AMA),T1630,23910,170,16:26 HOURS TO 16:30 HOURS,2142.25,95,0,,FALSE,
Time,Time (ASA/AMA),T1635,23920,171,16:31 HOURS TO 16:35 HOURS,2164.8,96,0,,FALSE,
Time,Time (ASA/AMA),T1640,23920,172,16:36 HOURS TO 16:40 HOURS,2164.8,96,0,,FALSE,
Time,Time (ASA/AMA),T1645,23930,173,16:41 HOURS TO 16:45 HOURS,2187.35,97,0,,FALSE,
Time,Time (ASA/AMA),T1650,23930,174,16:46 HOURS TO 16:50 HOURS,2187.35,97,0,,FALSE,
Time,Time (ASA/AMA),T1655,23940,175,16:51 HOURS TO 16:55 HOURS,2209.9,98,0,,FALSE,
Time,Time (ASA/AMA),T1700,23940,176,16:56 HOURS TO 17:00 HOURS,2209.9,98,0,,FALSE,
Time,Time (ASA/AMA),T1705,23950,177,17:01 HOURS TO 17:05 HOURS,2232.45,99,0,,FALSE,
Time,Time (ASA/AMA),T1710,23950,178,17:06 HOURS TO 17:10 HOURS,2232.45,99,0,,FALSE,
Time,Time (ASA/AMA),T1715,23960,179,17:11 HOURS TO 17:15 HOURS,2255,100,0,,FALSE,
Time,Time (ASA/AMA),T1720,23960,180,17:16 HOURS TO 17:20 HOURS,2255,100,0,,FALSE,
Time,Time (ASA/AMA),T1725,23970,181,17:21 HOURS TO 17:25 HOURS,2277.55,101,0,,FALSE,
Time,Time (ASA/AMA),T1730,23970,182,17:26 HOURS TO 17:30 HOURS,2277.55,101,0,,FALSE,
Time,Time (ASA/AMA),T1735,23980,183,17:31 HOURS TO 17:35 HOURS,2300.1,102,0,,FALSE,
Time,Time (ASA/AMA),T1740,23980,184,17:36 HOURS TO 17:40 HOURS,2300.1,102,0,,FALSE,
Time,Time (ASA/AMA),T1745,23990,185,17:41 HOURS TO 17:45 HOURS,2322.65,103,0,,FALSE,
Time,Time (ASA/AMA),T1750,23990,186,17:46 HOURS TO 17:50 HOURS,2322.65,103,0,,FALSE,
Time,Time (ASA/AMA),T1755,24100,187,17:51 HOURS TO 17:55 HOURS,2345.2,104,0,,FALSE,
Time,Time (ASA/AMA),T1800,24100,188,17:56 HOURS TO 18:00 HOURS,2345.2,104,0,,FALSE,
Time,Time (ASA/AMA),T1805,24101,189,18:01 HOURS TO 18:05 HOURS,2367.75,105,0,,FALSE,
Time,Time (ASA/AMA),T1810,24101,190,18:06 HOURS TO 18:10 HOURS,2367.75,105,0,,FALSE,
Time,Time (ASA/AMA),T1815,24102,191,18:11 HOURS TO 18:15 HOURS,2390.3,106,0,,FALSE,
Time,Time (ASA/AMA),T1820,24102,192,18:16 HOURS TO 18:20 HOURS,2390.3,106,0,,FALSE,
Time,Time (ASA/AMA),T1825,24103,193,18:21 HOURS TO 18:25 HOURS,2412.85,107,0,,FALSE,
Time,Time (ASA/AMA),T1830,24103,194,18:26 HOURS TO 18:30 HOURS,2412.85,107,0,,FALSE,
Time,Time (ASA/AMA),T1835,24104,195,18:31 HOURS TO 18:35 HOURS,2435.4,108,0,,FALSE,
Time,Time (ASA/AMA),T1840,24104,196,18:36 HOURS TO 18:40 HOURS,2435.4,108,0,,FALSE,
Time,Time (ASA/AMA),T1845,24105,197,18:41 HOURS TO 18:45 HOURS,2457.95,109,0,,FALSE,
Time,Time (ASA/AMA),T1850,24105,198,18:46 HOURS TO 18:50 HOURS,2457.95,109,0,,FALSE,
Time,Time (ASA/AMA),T1855,24106,199,18:51 HOURS TO 18:55 HOURS,2480.5,110,0,,FALSE,
Time,Time (ASA/AMA),T1900,24106,200,18:56 HOURS TO 19:00 HOURS,2480.5,110,0,,FALSE,
Time,Time (ASA/AMA),T1905,24107,201,19:01 HOURS TO 19:05 HOURS,2503.05,111,0,,FALSE,
Time,Time (ASA/AMA),T1910,24107,202,19:06 HOURS TO 19:10 HOURS,2503.05,111,0,,FALSE,
Time,Time (ASA/AMA),T1915,24108,203,19:11 HOURS TO 19:15 HOURS,2525.6,112,0,,FALSE,
Time,Time (ASA/AMA),T1920,24108,204,19:16 HOURS TO 19:20 HOURS,2525.6,112,0,,FALSE,
Time,Time (ASA/AMA),T1925,24109,205,19:21 HOURS TO 19:25 HOURS,2548.15,113,0,,FALSE,
Time,Time (ASA/AMA),T1930,24109,206,19:26 HOURS TO 19:30 HOURS,2548.15,113,0,,FALSE,
Time,Time (ASA/AMA),T1935,24110,207,19:31 HOURS TO 19:35 HOURS,2570.7,114,0,,FALSE,
Time,Time (ASA/AMA),T1940,24110,208,19:36 HOURS TO 19:40 HOURS,2570.7,114,0,,FALSE,
Time,Time (ASA/AMA),T1945,24111,209,19:41 HOURS TO 19:45 HOURS,2593.25,115,0,,FALSE,
Time,Time (ASA/AMA),T1950,24111,210,19:46 HOURS TO 19:50 HOURS,2593.25,115,0,,FALSE,
Time,Time (ASA/AMA),T1955,24112,211,19:51 HOURS TO 19:55 HOURS,2615.8,116,0,,FALSE,
Time,Time (ASA/AMA),T2000,24112,212,19:56 HOURS TO 20:00 HOURS,2615.8,116,0,,FALSE,
Time,Time (ASA/AMA),T2005,24113,213,20:01 HOURS TO 20:05 HOURS,2638.35,117,0,,FALSE,
Time,Time (ASA/AMA),T2010,24113,214,20:06 HOURS TO 20:10 HOURS,2638.35,117,0,,FALSE,
Time,Time (ASA/AMA),T2015,24114,215,20:11 HOURS TO 20:15 HOURS,2660.9,118,0,,FALSE,
Time,Time (ASA/AMA),T2020,24114,216,20:16 HOURS TO 20:20 HOURS,2660.9,118,0,,FALSE,
Time,Time (ASA/AMA),T2025,24115,217,20:21 HOURS TO 20:25 HOURS,2683.45,119,0,,FALSE,
Time,Time (ASA/AMA),T2030,24115,218,20:26 HOURS TO 20:30 HOURS,2683.45,119,0,,FALSE,
Time,Time (ASA/AMA),T2035,24116,219,20:31 HOURS TO 20:35 HOURS,2706,120,0,,FALSE,
Time,Time (ASA/AMA),T2040,24116,220,20:36 HOURS TO 20:40 HOURS,2706,120,0,,FALSE,
Time,Time (ASA/AMA),T2045,24117,221,20:41 HOURS TO 20:45 HOURS,2728.55,121,0,,FALSE,
Time,Time (ASA/AMA),T2050,24117,222,20:46 HOURS TO 20:50 HOURS,2728.55,121,0,,FALSE,
Time,Time (ASA/AMA),T2055,24118,223,20:51 HOURS TO 20:55 HOURS,2751.1,122,0,,FALSE,
Time,Time (ASA/AMA),T2100,24118,224,20:56 HOURS TO 21:00 HOURS,2751.1,122,0,,FALSE,
Time,Time (ASA/AMA),T2105,24119,225,21:01 HOURS TO 21:05 HOURS,2773.65,123,0,,FALSE,
Time,Time (ASA/AMA),T2110,24119,226,21:06 HOURS TO 21:10 HOURS,2773.65,123,0,,FALSE,
Time,Time (ASA/AMA),T2115,24120,227,21:11 HOURS TO 21:15 HOURS,2796.2,124,0,,FALSE,
Time,Time (ASA/AMA),T2120,24120,228,21:16 HOURS TO 21:20 HOURS,2796.2,124,0,,FALSE,
Time,Time (ASA/AMA),T2125,24121,229,21:21 HOURS TO 21:25 HOURS,2818.75,125,0,,FALSE,
Time,Time (ASA/AMA),T2130,24121,230,21:26 HOURS TO 21:30 HOURS,2818.75,125,0,,FALSE,
Time,Time (ASA/AMA),T2135,24122,231,21:31 HOURS TO 21:35 HOURS,2841.3,126,0,,FALSE,
Time,Time (ASA/AMA),T2140,24122,232,21:36 HOURS TO 21:40 HOURS,2841.3,126,0,,FALSE,
Time,Time (ASA/AMA),T2145,24123,233,21:41 HOURS TO 21:45 HOURS,2863.85,127,0,,FALSE,
Time,Time (ASA/AMA),T2150,24123,234,21:46 HOURS TO 21:50 HOURS,2863.85,127,0,,FALSE,
Time,Time (ASA/AMA),T2155,24124,235,21:51 HOURS TO 21:55 HOURS,2886.4,128,0,,FALSE,
Time,Time (ASA/AMA),T2200,24124,236,21:56 HOURS TO 22:00 HOURS,2886.4,128,0,,FALSE,
Time,Time (ASA/AMA),T2205,24125,237,22:01 HOURS TO 22:05 HOURS,2908.95,129,0,,FALSE,
Time,Time (ASA/AMA),T2210,24125,238,22:06 HOURS TO 22:10 HOURS,2908.95,129,0,,FALSE,
Time,Time (ASA/AMA),T2215,24126,239,22:11 HOURS TO 22:15 HOURS,2931.5,130,0,,FALSE,
Time,Time (ASA/AMA),T2220,24126,240,22:16 HOURS TO 22:20 HOURS,2931.5,130,0,,FALSE,
Time,Time (ASA/AMA),T2225,24127,241,22:21 HOURS TO 22:25 HOURS,2954.05,131,0,,FALSE,
Time,Time (ASA/AMA),T2230,24127,242,22:26 HOURS TO 22:30 HOURS,2954.05,131,0,,FALSE,
Time,Time (ASA/AMA),T2235,24128,243,22:31 HOURS TO 22:35 HOURS,2976.6,132,0,,FALSE,
Time,Time (ASA/AMA),T2240,24128,244,22:36 HOURS TO 22:40 HOURS,2976.6,132,0,,FALSE,
Time,Time (ASA/AMA),T2245,24129,245,22:41 HOURS TO 22:45 HOURS,2999.15,133,0,,FALSE,
Time,Time (ASA/AMA),T2250,24129,246,22:46 HOURS TO 22:50 HOURS,2999.15,133,0,,FALSE,
Time,Time (ASA/AMA),T2255,24130,247,22:51 HOURS TO 22:55 HOURS,3021.7,134,0,,FALSE,
Time,Time (ASA/AMA),T2300,24130,248,22:56 HOURS TO 23:00 HOURS,3021.7,134,0,,FALSE,
Time,Time (ASA/AMA),T2305,24131,249,23:01 HOURS TO 23:05 HOURS,3044.25,135,0,,FALSE,
Time,Time (ASA/AMA),T2310,24131,250,23:06 HOURS TO 23:10 HOURS,3044.25,135,0,,FALSE,
Time,Time (ASA/AMA),T2315,24132,251,23:11 HOURS TO 23:15 HOURS,3066.8,136,0,,FALSE,
Time,Time (ASA/AMA),T2320,24132,252,23:16 HOURS TO 23:20 HOURS,3066.8,136,0,,FALSE,
Time,Time (ASA/AMA),T2325,24133,253,23:21 HOURS TO 23:25 HOURS,3089.35,137,0,,FALSE,
Time,Time (ASA/AMA),T2330,24133,254,23:26 HOURS TO 23:30 HOURS,3089.35,137,0,,FALSE,
Time,Time (ASA/AMA),T2335,24134,255,23:31 HOURS TO 23:35 HOURS,3111.9,138,0,,FALSE,
Time,Time (ASA/AMA),T2340,24134,256,23:36 HOURS TO 23:40 HOURS,3111.9,138,0,,FALSE,
Time,Time (ASA/AMA),T2345,24135,257,23:41 HOURS TO 23:45 HOURS,3134.45,139,0,,FALSE,
Time,Time (ASA/AMA),T2350,24135,258,23:46 HOURS TO 23:50 HOURS,3134.45,139,0,,FALSE,
Time,Time (ASA/AMA),T2355,24136,259,23:51 HOURS TO 23:55 HOURS,3157,140,0,,FALSE,
Time,Time (ASA/AMA),T2400,24136,260,23:56 HOURS TO 24:00 HOURS,3157,140,0,,FALSE,
